Group,IsPFAS(haveCF2),Compound name,Code,Solvent_used_for_NMR,SMILES,Internal Standard,FluorineInConjSystem,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
,True,"1,1,1,2-tetrafluoro-2-(trifluoromethyl)butane",From_Review_407,CDCl3,CCC(F)(C(F)(F)F)C(F)(F)F,,0.0,,,,-186.0,,-77.0,-77.0,-77.0,,-77.0,-77.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,3,3,3-heptafluoropropane-2-thiol",From_Review_408,CDCl3,FC(F)(F)C(F)(S)C(F)(F)F,,0.0,-77.0,,-77,-77.0,,-147.0,,,-77.0,-77.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,benzyl(perfluoropropan-2-yl)sulfane,From_Review_409,CDCl3,FC(F)(F)C(F)(SCc1ccccc1)C(F)(F)F,,0.0,-71.0,,-71,-71.0,,-153.0,,,,,,,,,,-71.0,-71,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,diethyl 2-methyl-2-(perfluoropropan-2-yl)malonate,From_Review_410,CDCl3,CCOC(=O)C(C)(C(=O)OCC)C(F)(C(F)(F)F)C(F)(F)F,,0.0,,,,,,,,,,,,,,-173.0,,-70.0,-70,-70.0,,-70.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,benzyl(perfluorobutyl)sulfane,From_Review_411,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)SCc1ccccc1,,0.0,-78.0,,-78,-78.0,,-123.0,-123.0,,-118.0,-118.0,,-85.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,3,3,4,4-nonafluorohexane",From_Review_412,CDCl3,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,-116.0,-116.0,,-123.0,-123.0,,-125.0,-125.0,,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,3,3,4,4,5,5,5-nonafluoropentanoic acid",From_Review_413,CDCl3,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,-120.0,-120.0,,-123.0,-123.0,,,,,-81.0,-81.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,3,3,4,4-nonafluoro-4-iodobutane",From_Review_414,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,,0.0,-81.0,,-81,-81.0,,-126.0,-126.0,,-114.0,-114.0,,-60.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,(perfluorobutyl)benzene,From_Review_415,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,,0.0,-81.0,,-81,-81.0,,-126.0,-126.0,,-123.0,-123.0,,-111.0,-111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",From_Review_416,CDCl3,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,,0.0,,,,,-124.0,-124.0,,-186.0,,-72.0,-72.0,-72.0,,-72.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",From_Review_417,CDCl3,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,,0.0,,,,,,-69.0,-69.0,-69.0,,-69.0,-69.0,-69.0,,-69.0,-69.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",From_Review_419,CDCl3,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,,-111.5,-111.5,,-121.4,-121.4,,-122.5,-122.5,,-122.4,-122.4,,-125.8,-125.8,,-80.8,-80.8,-80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",From_Review_420,CDCl3,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,,,-114.2,-114.2,,-123.4,-123.4,,-122.3,-122.3,,-126.0,,,-80.9,-80.9,-80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,3,3,4,4-nonafluorobutane",From_Review_421,CDCl3,FC(F)C(F)(F)C(F)(F)C(F)(F)F,,0.0,-138.0,,-138,,-130.0,-130.0,,-128.0,-128.0,,-81.4,-81.4,-81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluoropropane,From_Review_422,CDCl3,FC(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,,-132.0,-132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluorobutane,From_Review_423,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,,,,,-127.0,-127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluoropentane,From_Review_424,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,,,,,-123.0,-123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",From_Review_425,CDCl3,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,,0.0,,,,,,-119.0,-119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",From_Review_426,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,,0.0,-80.8,,-80.8,-80.8,,-124.8,-124.8,,-115.0,-115.0,,-185.8,,-72.0,-72.0,-72.0,,-72.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",From_Review_427,CDCl3,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,,0.0,-80.3,,-80.3,-80.3,,-108.7,-108.7,,-184.4,,-71.0,-71.0,-71.0,,-108.7,-108.7,,-80.3,-80.3,-80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,3,4,4,4-octafluoro-2,3-bis(trifluoromethyl)butane",From_Review_428,CDCl3,FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,,0.0,-70.4,,-70.4,-70.4,,-178.8,,-70.4,-70.4,-70.4,,-178.8,,-70.4,-70.4,-70.4,,-70.4,-70.4,-70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,4,4,4-octafluoro-3,3-bis(trifluoromethyl)butane",From_Review_429,CDCl3,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,,0.0,-78.6,,-78.6,-78.6,,-108.7,-108.7,,,-62.0,-62.0,-62.0,,-62.0,-62.0,-62.0,,-62.0,-62.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluorooctane,From_Review_430,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.0,-81.1,,-81.1,-81.1,,-126.1,-126.1,,-122.5,-122.5,,-121.7,-121.7,,-121.7,-121.7,,-122.5,-122.5,,-126.1,-126.1,,-81.1,-81.1,-81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",From_Review_431,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,,0.0,,,,,,,,,,,,,,,,,,,,,-120.6,-120.6,,-68.6,-68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",From_Review_432,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,,0.0,,,,,,,,,,,,,,,,,,,,,-117.7,-117.7,,-63.8,-63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-8-iodooctane",From_Review_433,CDCl3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,,0.0,,,,,,,,,,,,,,,,,,,,,-113.5,-113.5,,-58.8,-58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"methyl 2,2,3,3-tetrafluoro-3-(perfluoromorpholino)propanoate",From_Review_434,CDCl3,COC(=O)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,,0.0,,,,,,-121.0,-121.0,,-93.0,-93.0,,,-93.0,-93.0,,-88.0,-88,,,-88.0,-88.0,,-93.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"methyl 3-(bis(perfluoroethyl)amino)-2,2,3,3-tetrafluoropropanoate",From_Review_436,CDCl3,COC(=O)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,,0.0,,,,,,-115.0,-115.0,,-86.0,-86.0,,,-89.0,-89.0,,-82.0,-82,-82.0,,-89.0,-89.0,,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoic acid",From_Review_437,CDCl3,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.0,,,,,-120.0,-120.0,,-123.4,-123.4,,-121.9,-121.9,,-122.2,-122.2,,-122.9,-122.9,,-126.2,-126.2,,-80.9,-80.9,-80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(1,2,2-trifluorovinyl)benzene",From_Review_438,CDCl3,FC(F)=C(F)c1ccccc1,,1.0,-100.4,,-115.2,,-177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"4,5,5-trifluoropent-4-en-1-ol",From_Review_439,CDCl3,OCCCC(F)=C(F)F,,1.0,,,,,,-176.0,,-108.0,-126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,3,3-trifluoroprop-2-en-1-ol",From_Review_440,CDCl3,OCC(F)=C(F)F,,1.0,,,,-179.0,,-104.0,-121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-chloro-1,2,2-trifluoroethene",From_Review_441,CDCl3,FC(F)=C(F)Cl,,1.0,-119.0,,-101,,-143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-bromo-1,2,2-trifluoroethene",From_Review_442,CDCl3,FC(F)=C(F)Br,,1.0,-117.0,,-97,,-145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2-trifluoro-2-iodoethene",From_Review_443,CDCl3,FC(F)=C(F)I,,1.0,-113.0,,-88,,-150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2-trifluoro-2-methoxyethene",From_Review_444,CDCl3,COC(F)=C(F)F,,1.0,,,,-138.0,,-125.0,-132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2-trifluoro-2-(trifluoromethoxy)ethene",From_Review_445,CDCl3,FC(F)=C(F)OC(F)(F)F,,1.0,-119.0,,-127,,-141.0,,,-64.0,-64.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(trifluoromethyl)(1,2,2-trifluorovinyl)sulfane",From_Review_446,CDCl3,FC(F)=C(F)SC(F)(F)F,,1.0,-104.0,,-85,,-155.0,,,-46.0,-46.0,-46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-(bromomethyl)-4-((1,2,2-trifluorovinyl)oxy)benzene",From_Review_447,CDCl3,FC(F)=C(F)Oc1ccc(CBr)cc1,,1.0,-120.0,,-126,,-134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,perfluorohex-1-ene,From_Review_448,CDCl3,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,1.0,-91.7,,-108.1,,-193.4,,-120.5,-120.5,,-127.0,-127.0,,-129.0,-129.0,,-83.7,-83.7,-83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2,3,3,4,4,5,5,6,6-undecafluorohex-1-ene",From_Review_449,CDCl3,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,,1.0,-87.8,,-105.1,,-188.7,,-118.5,-118.5,,-125.5,-125.5,,-129.8,-129.8,,-137.0,-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,4-dichloro-2,3,5,6-tetrafluorobenzene",From_Review_450,CDCl3,Fc1c(F)c(Cl)c(F)c(F)c1Cl,,1.0,-140.0,,,-140.0,,,,-140.0,,-140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"3-chloro-1,2,4,5-tetrafluorobenzene",From_Review_451,CDCl3,Fc1cc(F)c(F)c(Cl)c1F,,1.0,-138.0,,,,-138.0,,-141.0,,,,-141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"3-bromo-1,2,4,5-tetrafluorobenzene",From_Review_452,CDCl3,Fc1cc(F)c(F)c(Br)c1F,,1.0,-138.0,,,,-138.0,,-133.0,,,,-133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,5,6-tetrafluorobenzamide",From_Review_453,CDCl3,NC(=O)c1c(F)c(F)cc(F)c1F,Page 268,1.0,,,,,,-138.0,,-158.0,,,-158.0,,-138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3-(2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl)prop-2-yn-1-ol",From_Review_454,CDCl3,OCC#Cc1c(F)c(F)c(C(F)(F)F)c(F)c1F,,1.0,,,,,,,-142.0,,-136.0,,,-58.0,-58.0,-58.0,,-136.0,,-142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-chloro-2,3,5,6-tetrafluoro-4-(trifluoromethyl)benzene",From_Review_455,CDCl3,Fc1c(F)c(C(F)(F)F)c(F)c(F)c1Cl,,1.0,-138.0,,,-139.0,,,-55.0,-55.0,-55.0,,-139.0,,-138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1-bromo-2,3,5,6-tetrafluoro-4-methoxybenzene",From_Review_456,CDCl3,COc1c(F)c(F)c(Br)c(F)c1F,,1.0,,,,,-157.0,,-135.0,,,,-135.0,,-157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,4,5,6-pentafluorophenol",From_Review_457,CDCl3,Oc1c(F)c(F)c(F)c(F)c1F,,1.0,,,,-164.4,,-165.8,,-171.2,,-165.8,,-164.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,2,3,4,5-pentafluoro-6-methylbenzene",From_Review_458,CDCl3,Cc1c(F)c(F)c(F)c(F)c1F,,1.0,,,,-143.9,,-164.4,,-159.1,,-164.4,,-143.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,2,3,4,5-pentafluorobenzene",From_Review_459,CDCl3,Fc1cc(F)c(F)c(F)c1F,Page 269,1.0,-138.7,,,,-138.7,,-162.6,,-154.3,,-162.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,4,5,6-pentafluorobenzonitrile",From_Review_460,CDCl3,N#Cc1c(F)c(F)c(F)c(F)c1F,,1.0,,,,,-132.0,,-158.9,,-143.2,,-158.9,,-132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3-difluoropyridine",From_Review_461,CDCl3,Fc1cccnc1F,,1.0,-140.0,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,4-difluoropyridine",From_Review_462,CDCl3,Fc1ccnc(F)c1,,1.0,-99.0,,,,,,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,5-difluoropyridine",From_Review_463,CDCl3,Fc1ccc(F)nc1,,1.0,-134.0,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,5-difluoropyridine",From_Review_464,CDCl3,Fc1cccc(F)n1,,1.0,-70.0,,,,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,4,6-tetrafluoropyridine",From_Review_465,CDCl3,Fc1cc(F)c(F)c(F)n1,,1.0,-69.0,,,,-116.0,,-170.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"3,5-difluoropyridine",From_Review_466,CDCl3,Fc1cncc(F)c1,,1.0,-125.0,,,,,,-126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,4-trifluoropyridine",From_Review_467,CDCl3,Fc1ccnc(F)c1F,,1.0,-123.0,,,,,,-83.0,,-165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,5-trifluoropyridine",From_Review_468,CDCl3,Fc1cnc(F)c(F)c1,,1.0,-129.0,,,,,-91.0,,-136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,5-trifluoropyridine",From_Review_469,CDCl3,Fc1ccc(F)c(F)n1,,1.0,-73.0,,,,,-147.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,4,6-trifluoropyridine",From_Review_470,CDCl3,Fc1cc(F)nc(F)c1,,1.0,-95.0,,,,-65.0,,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,4,6-trifluoropyridine",From_Review_471,CDCl3,Fc1cncc(F)c1F,,1.0,-146.0,,,,,,-146.0,,-148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,4,5-tetrafluoropyridine",From_Review_472,CDCl3,Fc1cnc(F)c(F)c1F,,1.0,-150.0,,,,,-83.0,,-158.0,,-141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,5,6-tetrafluoropyridine",From_Review_473,CDCl3,Fc1cc(F)c(F)nc1F,,1.0,-141.0,,,,-141.0,,-93.0,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,perfluoropyridine,From_Review_474,CDCl3,Fc1nc(F)c(F)c(F)c1F,,1.0,-88.0,,,,-88.0,,-162.0,,-134.0,,-162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"4-chloro-2,3,5,6-tetrafluoropyridine",From_Review_475,CDCl3,Fc1nc(F)c(F)c(Cl)c1F,,1.0,-88.0,,,,-88.0,,-141.0,,,,-141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"4-bromo-2,3,5,6-tetrafluoropyridine",From_Review_476,CDCl3,Fc1nc(F)c(F)c(Br)c1F,,1.0,-88.0,,,,-88.0,,-125.0,,,,-125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3-difluorofuran",From_Review_477,CDCl3,Fc1ccoc1F,,1.0,-188.0,,,,,,-130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3-difluorofuran",From_Review_478,CDCl3,Fc1ccc(F)o1,,1.0,-123.0,,,,,-123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3-difluorofuran",From_Review_479,CDCl3,Fc1cocc1F,,1.0,-182.0,,,,,,-182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,3,4-trifluorofuran",From_Review_480,CDCl3,Fc1coc(F)c1F,,1.0,-171.0,,,,,-122.0,,-195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,perfluorofuran,From_Review_481,CDCl3,Fc1oc(F)c(F)c1F,,1.0,-137.0,,,,-137.0,,-196.0,,-196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,perfluorothiophene,From_Review_482,CDCl3,Fc1sc(F)c(F)c1F,,1.0,-165.0,,,,-165.0,,-156.0,,-156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,5-difluoropyrimidine",From_Review_483,CDCl3,Fc1cnc(F)nc1,,1.0,-141.0,,,,,-48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2,4,5-trifluoropyrimidine",From_Review_484,CDCl3,Fc1ncc(F)c(F)n1,,1.0,-45.0,,,,,-155.0,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,perfluoropyrimidine,From_Review_485,CDCl3,Fc1nc(F)c(F)c(F)n1,,1.0,-43.0,,,,-69.0,,-171.0,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
