,Group,IsPFAS(haveCF2),CAS,Compound name,Code,Solvent_used_for_NMR,Source,Note,SMILES,Internal Standard,FluorineInConjSystem,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
379,,FALSE,,"1,1,2,2-tetrafluoroethane",From_Review_216,CDCl3,,,FC(F)C(F)F,,0,-138,,-138,,-138,-138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,FALSE,,"2,2-difluoropropane",From_Review_217,CDCl3,,,CC(C)(F)F,Page 139,0,,,,-84.5,-84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,FALSE,,"1-chloro-2,2-difluoropropane",From_Review_218,CDCl3,,,CC(F)(F)CCl,,0,,,-95,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,FALSE,,"1,2,2-trifluoropropane",From_Review_219,CDCl3,,,CC(F)(F)CF,,0,,,-103,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,FALSE,,"1,1,2,2-tetrafluoropropane",From_Review_220,CDCl3,,,CC(F)(F)C(F)F,,0,,,-109,-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,FALSE,,"1,1-dichloro-2,2-difluoropropane",From_Review_221,CDCl3,,,CC(F)(F)C(Cl)Cl,,0,,,-98,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,TRUE,,"1,1,1-trichloro-2,2-difluoropropane",From_Review_222,CDCl3,,,CC(F)(F)C(Cl)(Cl)Cl,,0,,,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,TRUE,,"1,1,1,2,2-pentafluoropropane",From_Review_223,CDCl3,,,CC(F)(F)C(F)(F)F,,0,,,-111,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,TRUE,,"2,2-difluoro-1-iodohexane",From_Review_224,CDCl3,,,CCCCC(F)(F)CI,,0,,,,,,-94.9,-94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,TRUE,,"1-bromo-2,2-difluorohexane",From_Review_225,CDCl3,,,CCCCC(F)(F)CBr,,0,,,,,,-99.2,-99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,TRUE,,"2,2-difluoropentane",From_Review_226,CDCl3,,,CCCC(C)(F)F,,0,,,,,,-91,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,FALSE,,difluoromethyl pentanoate,From_Review_227,CDCl3,,,CCCCC(=O)OC(F)F,,0,,,,,,,,,-93,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,FALSE,,difluoromethyl benzoate,From_Review_228,CDCl3,,,O=C(OC(F)F)c1ccccc1,,0,,,,,-92,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,TRUE,,"difluoromethyl 2,2,2-trifluoroacetate",From_Review_229,CDCl3,,,O=C(OC(F)F)C(F)(F)F,,0,,,,,-92,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,TRUE,,difluoromethyl trifluoromethanesulfonate,From_Review_230,CDCl3,,,O=S(=O)(OC(F)F)C(F)(F)F,,0,,,,,,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,TRUE,,"2,2-difluoropropan-1-ol",From_Review_231,CDCl3,,,CC(F)(F)CO,,0,,,-102.4,-102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,TRUE,,"4,4-difluorohexan-3-ol",From_Review_232,CDCl3,,,CCC(O)C(F)(F)CC,,0,,,,,,-111.8,-111.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,TRUE,,"1-butoxy-2,2-difluorobutane",From_Review_233,CDCl3,,,CCCCOCC(F)(F)CC,,0,,,,,,,,-107.5,-107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,FALSE,,((difluoromethyl)sulfonyl)benzene,From_Review_234,CDCl3,,,O=S(=O)(c1ccccc1)C(F)F,,0,,,,,,,,,,,-122,-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,FALSE,,((difluoromethyl)sulfinyl)benzene,From_Review_235,CDCl3,,,O=S(c1ccccc1)C(F)F,,0,,,,,,,,,,-120,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,FALSE,,"1,1-difluoropropan-2-one",From_Review_236,CDCl3,,,CC(=O)C(F)F,,0,,,,,-127,-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,FALSE,,"2,2-difluoro-1-phenylethan-1-one",From_Review_237,CDCl3,,,O=C(c1ccccc1)C(F)F,,0,,,,,,,,,,-124,-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,TRUE,,"3,3-difluoropentan-2-one",From_Review_238,CDCl3,,,CCC(F)(F)C(C)=O,,0,,,,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,TRUE,,"4,4-difluoropentan-2-one",From_Review_239,CDCl3,,,CC(=O)CC(C)(F)F,,0,,,,,,,-98,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,TRUE,,"5,5-difluorohexan-2-one",From_Review_240,CDCl3,,,CC(=O)CCC(C)(F)F,,0,,,,,,,,-93,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,TRUE,,"3,3-difluoropentane-2,4-dione",From_Review_241,CDCl3,,,CC(=O)C(F)(F)C(C)=O,,0,,,,,-115,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,TRUE,,"1-ethoxy-1,1-difluoro-3-methylbutan-2-one",From_Review_242,CDCl3,,,CCOC(F)(F)C(=O)C(C)C,,0,,,,,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,FALSE,,"1-chloro-1,1-difluorooctan-2-one",From_Review_243,CDCl3,,,CCCCCCC(=O)C(F)(F)Cl,,0,,,,,,,,,,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,FALSE,,"2-chloro-2,2-difluoro-1-phenylethan-1-one",From_Review_244,CDCl3,,,O=C(c1ccccc1)C(F)(F)Cl,,0,,,,,,,,,,-93,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,FALSE,,"2-bromo-2,2-difluoro-1-phenylethan-1-one",From_Review_245,CDCl3,,,O=C(c1ccccc1)C(F)(F)Br,,0,,,,,,,,,,-58,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,FALSE,,"2,2-difluoro-2-iodo-1-phenylethan-1-one",From_Review_246,CDCl3,,,O=C(c1ccccc1)C(F)(F)I,,0,,,,,,,,,,-54,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,FALSE,,"2,2-difluoroacetic acid",From_Review_247,CDCl3,,,O=C(O)C(F)F,,0,,,,,-127,-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,FALSE,,"methyl 2,2-difluoroacetate",From_Review_248,CDCl3,,,COC(=O)C(F)F,,0,,,,,,-127.3,-127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,TRUE,,"ethyl 2,2-difluoropropanoate",From_Review_249,CDCl3,,,CCOC(=O)C(C)(F)F,,0,,,,,,,,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,TRUE,,"methyl 2,2-difluorobutanoate",From_Review_250,CDCl3,,,CCC(F)(F)C(=O)OC,,0,,,,-108,-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,TRUE,,"ethyl 2,2-difluorononanoate",From_Review_251,CDCl3,,,CCCCCCCC(F)(F)C(=O)OCC,,0,,,,,,,,,-105,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,TRUE,,"ethyl (E)-2,2-difluoro-4-phenylbut-3-enoate",From_Review_252,CDCl3,,,CCOC(=O)C(F)(F)/C=C/c1ccccc1,,0,,,,,,,-98,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,TRUE,,"ethyl (Z)-2,2-difluoro-4-phenylhex-3-en-5-ynoate",From_Review_253,CDCl3,,,C#C/C(=C/C(F)(F)C(=O)OCC)c1ccccc1,,0,,,,,,-95,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,FALSE,,"ethyl 3,3-difluoropropanoate",From_Review_254,CDCl3,,,CCOC(=O)CC(F)F,,0,,,,,,,,-117,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,FALSE,,"1,1-difluoropropane",From_Review_255,CDCl3,,,CCC(F)F,,0,,,,-120,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,FALSE,,"ethyl 3,3-difluoro-3-phenylpropanoate",From_Review_256,CDCl3,,,CCOC(=O)CC(F)(F)c1ccccc1,,0,,,,,,,,-96,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,TRUE,,"(1,1-difluoropropyl)benzene",From_Review_257,CDCl3,,,CCC(F)(F)c1ccccc1,,0,,,,-98,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,TRUE,,"2-chloro-1,1-difluoroethene",From_Review_258,CDCl3,,,FC(F)=CCl,,1,-95,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,FALSE,,"3,3-difluoroprop-2-en-1-ol",From_Review_259,CDCl3,,,OCC=C(F)F,,1,,,,,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,FALSE,,"1,1-difluoro-3-iodoprop-1-ene",From_Review_260,CDCl3,,,FC(F)=CCI,,1,-84,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,FALSE,,"1,1-difluoroethene",From_Review_261,CDCl3,,,C=C(F)F,,1,,,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,FALSE,,"1,1,2-trifluoroethene",From_Review_262,CDCl3,,,FC=C(F)F,,1,-205,,,-126,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,FALSE,,perfluoroethene,From_Review_263,CDCl3,,,FC(F)=C(F)F,,1,-134,,-134,,-134,-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,FALSE,,"(E)-1,2-difluoroethene",From_Review_264,CDCl3,,,F/C=C/F,,1,-186,,,-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,FALSE,,"(Z)-1,2-difluoroethene",From_Review_265,CDCl3,,,F/C=C\F,,1,-165,,,-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,FALSE,,"1,1,2-trifluorohex-1-ene",From_Review_266,CDCl3,,,CCCCC(F)=C(F)F,,1,,,,,,-174.8,,-106.7,-125.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,FALSE,,"1,1-difluoro-4-methylpent-1-en-3-one",From_Review_267,CDCl3,,,CC(C)C(=O)C=C(F)F,,1,,,,,,,,-61.2,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,FALSE,,"isopropyl 3,3-difluoroacrylate",From_Review_268,CDCl3,,,CC(C)OC(=O)C=C(F)F,,1,,,,,,,,,-63.5,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,FALSE,,"octyl 3,3-difluoroacrylate",From_Review_269,CDCl3,,,CCCCCCCCOC(=O)C=C(F)F,,1,,,,,,,,,,,,,,-70.7,-64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,FALSE,,methyl 2-(difluoromethylene)octanoate,From_Review_270,CDCl3,,,CCCCCCC(C(=O)OC)=C(F)F,,1,,,,,,,,,,,,,-70.2,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,TRUE,,"1,1,1-trifluoropropane",From_Review_271,CDCl3,,,CCC(F)(F)F,,0,,,,-69,-69,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,TRUE,,"1,1,1-trifluorohexane",From_Review_272,CDCl3,,,CCCCCC(F)(F)F,,0,,,,,,,-68,-68,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,TRUE,,"1,1,1-trifluoro-2-methyloctane",From_Review_273,CDCl3,,,CCCCCCC(C)C(F)(F)F,,0,,,,,,,,,,-74,-74,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,TRUE,,"1,1,1-trifluoro-2,2-dimethylpropane",From_Review_274,CDCl3,,,CC(C)(C)C(F)(F)F,,0,,,,,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,FALSE,,perfluoromethane,From_Review_275,CDCl3,,,FC(F)(F)F,,0,-61.7,,-61.7,-61.7,-61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,FALSE,,chlorotrifluoromethane,From_Review_276,CDCl3,,,FC(F)(F)Cl,,0,-28,,-28,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,FALSE,,bromotrifluoromethane,From_Review_277,CDCl3,,,FC(F)(F)Br,,0,-18,,-18,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,FALSE,,trifluoroiodomethane,From_Review_278,CDCl3,,,FC(F)(F)I,Page 194,0,-5.1,,-5.1,-5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,FALSE,,"1,1,1,2-tetrafluoroethane",From_Review_279,CDCl3,,,FCC(F)(F)F,,0,,,,-77.6,-77.6,-77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,FALSE,,"2-chloro-1,1,1-trifluoroethane",From_Review_280,CDCl3,,,FC(F)(F)CCl,,0,-72.1,,-72.1,-72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,FALSE,,"1,1,1-trifluoro-2-iodoethane",From_Review_281,CDCl3,,,FC(F)(F)CI,,0,-65.6,,-65.6,-65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,FALSE,,"2-bromo-1,1,1-trifluoroethane",From_Review_282,CDCl3,,,FC(F)(F)CBr,,0,-69.3,,-69.3,-69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,FALSE,,"2,2-dichloro-1,1,1-trifluoroethane",From_Review_283,CDCl3,,,FC(F)(F)C(Cl)Cl,,0,-78.5,,-78.5,-78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,FALSE,,"1,1,1-trichloro-2,2,2-trifluoroethane",From_Review_284,CDCl3,,,FC(F)(F)C(Cl)(Cl)Cl,,0,-82.2,,-82.2,-82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,FALSE,,perfluoroethane,From_Review_285,CDCl3,,,FC(F)(F)C(F)(F)F,,0,-88.2,,-88.2,-88.2,,-88.2,-88.2,-88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,FALSE,,"1,1,1,2,2-pentafluoroethane",From_Review_286,CDCl3,,,FC(F)C(F)(F)F,,0,,,,,-86.2,-86.2,-86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,FALSE,,"3-chloro-1,1,1-trifluoropropane",From_Review_287,CDCl3,,,FC(F)(F)CCCl,,0,-66,,-66,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,FALSE,,"1,1,1,3,3-pentafluorobutane",From_Review_288,CDCl3,,,CC(F)(F)CC(F)(F)F,,0,,,,,,,-63,-63,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,FALSE,,"1,1,1-trichloro-3,3,3-trifluoropropane",From_Review_289,CDCl3,,,FC(F)(F)CC(Cl)(Cl)Cl,,0,-62,,-62,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,FALSE,,"1,1,1,3,3,3-hexafluoropropane",From_Review_290,CDCl3,,,FC(F)(F)CC(F)(F)F,,0,-61,,-61,-61,,,-61,-61,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,FALSE,,trifluoromethanol,From_Review_291,CDCl3,,,OC(F)(F)F,,0,,,-54,-54,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,FALSE,,1-(trifluoromethoxy)decane,From_Review_292,CDCl3,,,CCCCCCCCCCOC(F)(F)F,,0,,,,,,,,,,,,,-60,-60,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,FALSE,,trifluoromethyl acetate,From_Review_293,CDCl3,,,CC(=O)OC(F)(F)F,,0,,,,,,-58,-58,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,FALSE,,trifluoromethyl 4-methylbenzenesulfonate,From_Review_294,CDCl3,,,Cc1ccc(S(=O)(=O)OC(F)(F)F)cc1,,0,,,,,,,,,,,-54,-54,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,FALSE,,trifluoromethyl trifluoromethanesulfonate,From_Review_295,CDCl3,,,O=S(=O)(OC(F)(F)F)C(F)(F)F,,0,,,,,,-53,-53,-53,,-74,-74,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,FALSE,,"2,2,2-trifluoro-1-phenylethan-1-ol",From_Review_296,CDCl3,,,OC(c1ccccc1)C(F)(F)F,,0,,,,,,,,,,-79,-79,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,FALSE,,"1,1,1-trifluoropentan-2-ol",From_Review_297,CDCl3,,,CCCC(O)C(F)(F)F,,0,,,,,,,-80,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,FALSE,,"1-(2,2,2-trifluoroethoxy)butane",From_Review_298,CDCl3,,,CCCCOCC(F)(F)F,,0,,,,,,,,-75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,FALSE,,"(2,2,2-trifluoroethoxy)benzene",From_Review_299,CDCl3,,,FC(F)(F)COc1ccccc1,,0,-75,,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,FALSE,,"2,2,2-trifluoroethyl benzoate",From_Review_300,CDCl3,,,O=C(OCC(F)(F)F)c1ccccc1,,0,,,,,,-73,-73,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,FALSE,,"2,2,2-trifluoroethyl octanoate",From_Review_301,CDCl3,,,CCCCCCCC(=O)OCC(F)(F)F,,0,,,,,,,,,,,,,-74,-74,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,FALSE,,"butyl(2,2,2-trifluoroethyl)sulfane",From_Review_302,CDCl3,,,CCCCSCC(F)(F)F,,0,,,,,,,,-69,-69,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,FALSE,,"phenyl(2,2,2-trifluoroethyl)sulfane",From_Review_303,CDCl3,,,FC(F)(F)CSc1ccccc1,,0,-69,,-69,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,FALSE,,"3,3,3-trifluoropropan-1-ol",From_Review_304,CDCl3,,,OCCC(F)(F)F,,0,,,,,-65,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,FALSE,,"1,1,1-trifluoro-3-methoxypropane",From_Review_305,CDCl3,,,COCCC(F)(F)F,,0,,,,,,-66,-66,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,FALSE,,"1,1,1-trifluorobutan-2-ol",From_Review_306,CDCl3,,,CCC(O)C(F)(F)F,,0,,,,,,-81.1,-81.1,-81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,FALSE,,"4,4,4-trifluorobutan-2-ol",From_Review_307,CDCl3,,,CC(O)CC(F)(F)F,,0,,,,,,-64.8,-64.8,-64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,FALSE,,"4,4,4-trifluorobutan-1-ol",From_Review_308,CDCl3,,,OCCCC(F)(F)F,,0,,,,,,-67.4,-67.4,-67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,FALSE,,((trifluoromethyl)sulfinyl)benzene,From_Review_309,CDCl3,,,O=S(c1ccccc1)C(F)(F)F,,0,,,,,,,,,,-75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,FALSE,,trifluoro(methylsulfinyl)methane,From_Review_310,CDCl3,,,CS(=O)C(F)(F)F,,0,,,,,-80,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,FALSE,,"3,3-dimethyl-1-((trifluoromethyl)sulfinyl)butan-2-one",From_Review_311,CDCl3,,,CC(C)(C)C(=O)CS(=O)C(F)(F)F,,0,,,,,,,,,,,-78,-78,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,FALSE,,((trifluoromethyl)sulfonyl)benzene,From_Review_312,CDCl3,,,O=S(=O)(c1ccccc1)C(F)(F)F,,0,,,,,,,,,,,-78,-78,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
